Step number,Repeats,Step name,Elapsed Time  (s),DC Working Electrode (V),DC Current (A),Frequency (Hz),|Z| (Ohms),Phase (deg),Z' (Ohms),-Z" (Ohms),THD (%),Amplitude (A),Amplitude (V),No of Cycles,Duration of Each Frequency (s),IR Compensated DC Working Electrode (V)
2,1,Potentiostatic EIS,0,3.55274868011475,-0.0123514097183943,1000000,3.6732783106455,88.6961667987227,0.0835825765026924,-3.67232725943152,1.22847901398322,0.00270652835721204,0.00994181745889996,1430,0.00143,3.55274868011475
2,1,Potentiostatic EIS,0.233090030029416,3.55270347595215,-0.0133767407387495,794328.1875,2.92870492329926,88.1240108544626,0.095875072572824,-2.92713520326897,1.37497757937941,0.00338282422592372,0.00990741292936259,1445,0.00181914732819424,3.55270347595215
2,1,Potentiostatic EIS,0.474271700717509,3.55266170501709,-0.0140132403001189,630957.375,2.330641556915,87.5437994118676,0.0998811782491524,-2.32850033649359,1.46042876556873,0.0042613047910722,0.00993162881168109,1355,0.00214753017190741,3.55266170501709
2,1,Potentiostatic EIS,0.728522310033441,3.5526123046875,-0.0150484101846814,501187.25,1.86009069987098,87.7573308579757,0.0727890069029028,-1.85866596574548,1.38975000794772,0.00523547428065999,0.00973863275351885,1385,0.00276343821595621,3.5526123046875
2,1,Potentiostatic EIS,1.01402527000755,3.55258584022522,-0.016045380756259,398107.15625,1.48885319948294,87.0651156727192,0.0762307686699949,-1.48690037309786,1.26723490338402,0.00668760681371051,0.00995690234269876,1400,0.00351664113046197,3.55258584022522
2,1,Potentiostatic EIS,1.31284263078123,3.55254602432251,-0.0163329284638166,316227.6875,1.17999656667091,86.7033112564763,0.0678572723935541,-1.17804383956559,1.40403587501492,0.00842447828213649,0.00994086173701377,1370,0.00433232147011163,3.55254602432251
2,1,Potentiostatic EIS,1.64616566058248,3.55249996185303,-0.0168472953140736,251188.59375,0.950853626420604,86.0183938060909,0.0660236813026251,-0.948558639402152,1.30692557899079,0.0104813177235176,0.00996622954235881,1340,0.00533463713457331,3.55249996185303
2,1,Potentiostatic EIS,2.0649175606668,3.55246171951294,-0.0183556970208883,199526.171875,0.756569519761531,85.8246221333674,0.0550855295165547,-0.754561477064709,1.56756704788699,0.0131211513528969,0.00992719158579098,1355,0.00679108904494437,3.55246171951294
2,1,Potentiostatic EIS,2.52310917060822,3.5524293422699,-0.0188877195119858,158489.3125,0.6082206793514,84.8958990337203,0.0541107107618744,-0.605808902024,1.39301322575188,0.01636057388672,0.00995091055552998,1360,0.00858102025018248,3.5524293422699
2,1,Potentiostatic EIS,3.05215999018401,3.55233325958252,-0.0204310297966003,125892.5546875,0.488507381524092,84.2644481673348,0.0488200399174927,-0.48606179185982,1.66786558875165,0.0204150728523356,0.00997290998461734,1370,0.0108822956480684,3.55233325958252
2,1,Potentiostatic EIS,3.84521208051592,3.5522696018219,-0.0219038508832455,100000.015625,0.389771713466493,83.6675064477146,0.0429910357853846,-0.38739354597193,1.78159811710583,0.0255764049202251,0.00996906027143351,1370,0.0136999978593753,3.5522696018219
2,1,Potentiostatic EIS,4.52319197077304,3.55222697257996,-0.0231860365718603,79432.78125,0.313778537302667,82.8412901518935,0.0391025273474889,-0.311332559856563,2.37684796285796,0.0319318535874716,0.0100196743329631,1365,0.0171843410053076,3.55222697257996
2,1,Potentiostatic EIS,4.76580377016217,3.55217003822327,-0.0246297352015972,63095.70703125,0.251461270043435,81.901621699362,0.0354241563666046,-0.248953609087259,1.98359366288333,0.0397019475033744,0.00998352918752636,1290,0.0204451310666998,3.55217003822327
2,1,Potentiostatic EIS,5.01791385002434,3.55216307640076,-0.0254446648061275,50118.75,0.202968214688834,80.1429628467939,0.0347462046944762,-0.199971991622082,1.94167945777355,0.0492541242344849,0.00999708680237439,1025,0.0204514278588353,3.55216307640076
2,1,Potentiostatic EIS,5.26808234024793,3.55208497047424,-0.0262899614870548,39810.6875,0.162785612558942,79.0791688841051,0.0308401319429642,-0.159837548523276,1.98327330139998,0.0612120090137793,0.00996447923058268,815,0.0204718896150688,3.55208497047424
2,1,Potentiostatic EIS,5.61719410028309,3.55251307487488,-0.014850977063179,31622.779296875,0.132315977405028,76.962031312123,0.029850047742073,-0.128904974793232,4.8332701763545,0.075610039608341,0.0100044855326753,645,0.0203966891696879,3.55251307487488
2,1,Potentiostatic EIS,5.82341164071113,3.55285906791687,-0.00564847076311707,25118.88671875,0.107246406017805,74.78971349196,0.0281374273848107,-0.103489500838976,5.6143050551735,0.0912225753072705,0.00978352077897474,510,0.020303447589471,3.55285906791687
2,1,Potentiostatic EIS,6.02722128015012,3.552894115448,-0.00580726275220513,19952.607421875,0.0870273746092939,72.056999467822,0.0268105845281719,-0.0827946646146002,6.21732368105294,0.113101033597609,0.00984244619127159,405,0.0202980989620424,3.552894115448
2,1,Potentiostatic EIS,6.23205468989909,3.5529221534729,-0.00507911685854197,15848.921875,0.070709343852808,68.7626377364932,0.0256132193134514,-0.0659073160164763,6.77205820352471,0.139290754264804,0.0098487514987045,320,0.0201906478260055,3.5529221534729
2,1,Potentiostatic EIS,6.43548325076699,3.55294728279114,-0.00463965740054846,12589.24609375,0.0583610354863123,64.7293704481606,0.0249139971600571,-0.0527759718862975,7.34247725670933,0.171024091158875,0.00998121869534855,255,0.0202553828959302,3.55294728279114
2,1,Potentiostatic EIS,6.70078212022781,3.55294013023376,-0.00439757714048028,9999.9833984375,0.0488541319878244,60.179453332431,0.0242944326843942,-0.0423852185652876,3.51035126296167,0.204566914141661,0.00999393902381864,307,0.0307000509668815,3.55294013023376
2,1,Potentiostatic EIS,6.91302930004895,3.55293560028076,-0.00513038551434875,7943.2734375,0.0414334614002232,55.3391238451144,0.0235639552173188,-0.0340803717426905,4.35160129483899,0.255354873990425,0.0105802363148411,244,0.0307178145030337,3.55293560028076
2,1,Potentiostatic EIS,7.12898667063564,3.5529465675354,-0.00448484951630235,6309.57080078125,0.0348165128351255,49.8283840905399,0.0224594091922567,-0.0266038437962117,5.03029977059103,0.29990586597527,0.0104416764320574,193,0.0305884514325606,3.5529465675354
2,1,Potentiostatic EIS,7.34044227004051,3.55297613143921,-0.00368168530985713,5011.86572265625,0.0306079098200335,42.0034173730778,0.0227448882023106,-0.0204820458991698,5.21148706750385,0.337040039450575,0.0103160911332437,153,0.0305275537028776,3.55297613143921
2,1,Potentiostatic EIS,7.5556149398908,3.55299043655396,-0.00355711625888944,3981.06640625,0.0279410532258409,34.9086601051888,0.0229134906596291,-0.0159898217988932,5.00837607791908,0.364582679550074,0.0101868240545283,122,0.030645055256669,3.55299043655396
2,1,Potentiostatic EIS,7.72402571048588,3.5530047416687,-0.00294673955067992,3162.27099609375,0.0261044448623134,28.333129331965,0.0229772127952645,-0.0123890973735253,4.71919415953361,0.351798261822284,0.00918349832839749,97,0.0306741579452934,3.5530047416687
2,1,Potentiostatic EIS,7.89157991018146,3.55300641059875,-0.00304469699040055,2511.8818359375,0.0249422272523605,22.268772217136,0.0230819460283318,-0.00945190286945303,4.16177715896914,0.420540552025471,0.0104892180174524,77,0.0306543082156019,3.55300641059875
2,1,Potentiostatic EIS,8.06050384044647,3.55300974845886,-0.00307539221830666,1995.25964355469,0.0242477610547128,16.8218079371626,0.0232101852183544,-0.00701720872542143,3.68843053365431,0.4244988937179,0.0102931477428616,61,0.0305724621840817,3.55300974845886
2,1,Potentiostatic EIS,8.22939998004586,3.55303406715393,-0.00267885834909976,1584.88989257813,0.0239320059468016,12.1363426296413,0.0233971275121729,-0.00503143446910254,3.27150803864541,0.423305443083387,0.0101305483811851,48,0.0302860155931204,3.55303406715393
2,1,Potentiostatic EIS,8.35358186997473,3.55303382873535,-0.00230762152932584,1258.92407226563,0.0238635463595606,8.20399800092193,0.0236193334147601,-0.00340528029643564,2.88671322537802,0.389677683008181,0.00929909145375188,38,0.030184505036601,3.55303382873535
2,1,Potentiostatic EIS,8.47714176028967,3.55303549766541,-0.00223853811621666,999.998901367188,0.0239761984690562,4.95600205878839,0.0238865594240122,-0.00207132129586568,2.53386414265876,0.429549176111433,0.0102989562986673,30,0.0300000329590206,3.55303549766541
2,1,Potentiostatic EIS,8.60117452032864,3.55306458473206,-0.00162454601377249,794.327941894531,0.0242231195409179,2.20850571816027,0.024205126768138,-0.000933465817245586,2.28703115584454,0.419918919939315,0.0101717461951832,24,0.0302142210215572,3.55306458473206
2,1,Potentiostatic EIS,8.72570758033544,3.55305314064026,-0.00167414802126586,630.956481933594,0.02456100802409,-0.0757820703359897,0.0245609865406514,3.24855252993441e-05,2.19921130996323,0.41056939853056,0.0100839982917549,19,0.0301130118225803,3.55305314064026
2,1,Potentiostatic EIS,8.85062274057418,3.5530469417572,-0.00165326613932848,501.186889648438,0.0249671495110926,-1.94783100769615,0.0249527232288733,0.0008486213363456,2.05167313576448,0.40250123085209,0.0100493084090829,15,0.0299289552656134,3.5530469417572
2,1,Potentiostatic EIS,8.92999177053571,3.55304718017578,-0.00190825783647597,398.10693359375,0.0254546973946869,-3.53134299529297,0.0254063653688961,0.0015678705932679,2.0111358240604,0.341985054398322,0.00870512607321481,12,0.0301426551195048,3.55304718017578
2,1,Potentiostatic EIS,9.00973166991025,3.55304670333862,-0.00177427777089179,316.227661132813,0.0259864152016146,-4.81711357569677,0.0258946265370375,0.00218222169773296,1.85937995554474,0.354930139898843,0.00922336198297849,9,0.0284605083810808,3.55304670333862
2,1,Potentiostatic EIS,9.08988850004971,3.55304431915283,-0.00181864853948355,251.188613891602,0.0266042645224885,-5.95735754119548,0.0264605859403819,0.00276121032777326,1.68676596625083,0.359270092117478,0.00955811656571218,8,0.0318485773541166,3.55304431915283
2,1,Potentiostatic EIS,9.181366850622,3.55304718017578,-0.00182730774395168,199.525680541992,0.0272794558931437,-6.84934493470149,0.027084766962048,0.00325332329127106,1.52331265753734,0.357664439976637,0.00975689131488861,8,0.0400950894053777,3.55304718017578
2,1,Potentiostatic EIS,9.28124986030161,3.55305862426758,-0.00160631211474538,158.489273071289,0.0279832583684908,-7.55823427860469,0.0277401310079526,0.0036807445686078,1.30328415724753,0.352561612584879,0.00986582269577442,8,0.050476602264442,3.55305862426758
